c_id,artist,track,album,song_url,filename
c06882,โรส ศิรินทิพย์,ไม่รู้จะเลือกใคร,More Than,http://chordtabs.in.th/song.php?song_id=6882&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6882.png
c06883,โรส ศิรินทิพย์,เกิดมาแค่รักกัน,ROSE LINE,http://chordtabs.in.th/song.php?song_id=6883&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6883.png
c06884,โรส ศิรินทิพย์,แพ้คำว่ารัก,ENDLESS LOVE,http://chordtabs.in.th/song.php?song_id=6884&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6884.png
c06886,โอง ณัชชา,คาใจ,TEA TIME with โอง ณัชชา,http://chordtabs.in.th/song.php?song_id=6886&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6886.png
c06887,โจ้ Pause,ข้างขึ้นเดือนหงาย,Simply Me,http://chordtabs.in.th/song.php?song_id=6887&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6887.png
c06888,Pause,หมา,Push (Me) Again,http://chordtabs.in.th/song.php?song_id=6888&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6888.png
c06889,โจ้ Pause,อย่าหยุดยั้ง,Simply Me,http://chordtabs.in.th/song.php?song_id=6889&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6889.png
c06891,คาราบาว,สัญญาใจ,ลูกลุงขี้เมา,http://chordtabs.in.th/song.php?song_id=6891&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6891.png
c06892,โจ้ Pause,เดือนเพ็ญ,Simply Me,http://chordtabs.in.th/song.php?song_id=6892&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6892.png
c06893,โจ้ Pause,พี่รักเจ้า,Simply Me,http://chordtabs.in.th/song.php?song_id=6893&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6893.png
c06895,ต้อม เรนโบว์,รักฉันนั้นเพื่อเธอ,Best Hits - ต้อม เรนโบว์,http://chordtabs.in.th/song.php?song_id=6895&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6895.png
c06896,โจ้ Pause,รักเองช้ำเอง,Simply Me,http://chordtabs.in.th/song.php?song_id=6896&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6896.png
c06897,โจ้ Pause,ลาสาวแม่กลอง,Simply Me,http://chordtabs.in.th/song.php?song_id=6897&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6897.png
c06898,โจ้ Pause,เหมันต์,Simply Me,http://chordtabs.in.th/song.php?song_id=6898&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6898.png
c06899,โจ้ Pause,อดีต,Simply Me,http://chordtabs.in.th/song.php?song_id=6899&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6899.png
c06901,แอม เสาวลักษณ์,เวลาที่ดีที่สุดที่ฉันเคยมี,เรื่อง น้ำเน่า,http://chordtabs.in.th/song.php?song_id=6901&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6901.png
c06903,Mattnimare,กลัวเกินก้าว,Mattnimare,http://chordtabs.in.th/song.php?song_id=6903&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6903.png
c06905,แก้ม วิชญาณี The Star,Let It Go (ปล่อยมันไป),Ost.Frozen,http://chordtabs.in.th/song.php?song_id=6905&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6905.png
c06906,คาราบาว,สามัคคีพี่น้องไทย,ลูกลุงขี้เมา,http://chordtabs.in.th/song.php?song_id=6906&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6906.png
c06910,ทาทา ยัง Feat.นภ พรชำนิ,เธอคือ,Dangerous Tata,http://chordtabs.in.th/song.php?song_id=6910&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6910.png
c06911,ทาทา ยัง Feat.โต๋,บทเพลงในสายลม,Dangerous Tata,http://chordtabs.in.th/song.php?song_id=6911&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6911.png
c06912,ทาทา ยัง,ยอม,Dangerous Tata,http://chordtabs.in.th/song.php?song_id=6912&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6912.png
c06913,ทาทา ยัง,เหตุผลไม่ต้องมี,Dangerous Tata,http://chordtabs.in.th/song.php?song_id=6913&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6913.png
c06915,Mattnimare,ลึก,Mattnimare,http://chordtabs.in.th/song.php?song_id=6915&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6915.png
c06918,คาราบาว,จับกัง,วณิพก,http://chordtabs.in.th/song.php?song_id=6918&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6918.png
c06920,ไผ่ พงศธร,ตามใจแม่เถิดน้อง,ตามฮอยอีสาน (ชุดที่ ๔),http://chordtabs.in.th/song.php?song_id=6920&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6920.png
c06921,พรศักดิ์ ส่องแสง,เต้ยสาวจันทร์กั้งโกบ,เต้ยสาวจันทร์กั้งโกบ,http://chordtabs.in.th/song.php?song_id=6921&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6921.png
c06923,ไมค์ ภิรมย์พร,ยาใจคนจน,ยาใจคนจน,http://chordtabs.in.th/song.php?song_id=6923&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6923.png
c06933,After Bluesmoon,ดาวตก,Minimal,http://chordtabs.in.th/song.php?song_id=6933&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6933.png
c06935,Lifestyle,ความรักอยู่ในที่ปลอดภัย,LifeStyle,http://chordtabs.in.th/song.php?song_id=6935&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6935.png
c06936,Mimoza Ramone,ขยับก่อนแพ้,Keep Quiet Is Hard,http://chordtabs.in.th/song.php?song_id=6936&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6936.png
c06937,Modern Dog,เส้นทางนี้,Ost.20 ปี เบอร์ดี้,http://chordtabs.in.th/song.php?song_id=6937&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6937.png
c06942,คาราบาว,ซัมเมอร์ฮิลล์,วณิพก,http://chordtabs.in.th/song.php?song_id=6942&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6942.png
c06949,Inca,รักแท้มีแค่ครั้งเดียว,Arrival,http://chordtabs.in.th/song.php?song_id=6949&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6949.png
c06950,คาราบาว,ดอกจาน,วณิพก,http://chordtabs.in.th/song.php?song_id=6950&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6950.png
c06951,เจ เจตริน,แววตา,Choo La Choo La,http://chordtabs.in.th/song.php?song_id=6951&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6951.png
c06952,ทาทา ยัง,Super แฟน Super Man,Real TT,http://chordtabs.in.th/song.php?song_id=6952&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6952.png
c06953,เฟย์ ฟาง แก้ว,Loveaholic,FFKAHOLIC,http://chordtabs.in.th/song.php?song_id=6953&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6953.png
c06959,หญิง ธิติกานต์,ขอแรง,เพลงรักจากใจหญิง,http://chordtabs.in.th/song.php?song_id=6959&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6959.png
c06961,อนันต์ บุญนาค,ขอแรง,ขออภัยในความไม่สะดวก,http://chordtabs.in.th/song.php?song_id=6961&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6961.png
c06965,The Same Goal,Tomorrow,The Same Goal,http://chordtabs.in.th/song.php?song_id=6965&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6965.png
c06966,The Same Goal,ความในใจ,The Same Goal,http://chordtabs.in.th/song.php?song_id=6966&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6966.png
c06967,คาราบาว,ถึกควายทุย (ภาค 3),วณิพก,http://chordtabs.in.th/song.php?song_id=6967&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6967.png
c06968,ตู่ ภพธร,Your Garden,Ost.ในสวนขวัญ,http://chordtabs.in.th/song.php?song_id=6968&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6968.png
c06969,ทาทา ยัง,"I?ll Be Your First,your Last,Your Everything",One Love,http://chordtabs.in.th/song.php?song_id=6969&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6969.png
c06970,ทาทา ยัง,บ้านเดียวกัน,One Love,http://chordtabs.in.th/song.php?song_id=6970&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6970.png
c06971,ทาทา ยัง,สิ่งมีชีวิตไม่มีหัวใจ,One Love,http://chordtabs.in.th/song.php?song_id=6971&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6971.png
c06972,ทาทา ยัง,One love,One Love,http://chordtabs.in.th/song.php?song_id=6972&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6972.png
c06973,ทาทา ยัง,ต้นเหตุแห่งความเศร้า,One Love,http://chordtabs.in.th/song.php?song_id=6973&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6973.png
c06974,ทาทา ยัง,บุ่มบ่าม,One Love,http://chordtabs.in.th/song.php?song_id=6974&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6974.png
c06975,ทาทา ยัง,สายลมที่มองไม่เห็น,One Love,http://chordtabs.in.th/song.php?song_id=6975&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6975.png
c06976,มาร์กี้ ราศรี,หรือเพียงแค่เหงา,Ost. ในสวนขวัญ,http://chordtabs.in.th/song.php?song_id=6976&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6976.png
c06979,ETC,คือเธอ,ETC,http://chordtabs.in.th/song.php?song_id=6979&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6979.png
c06980,ETC Feat.โก้ เศกพล,เธอบนนั้น,Push,http://chordtabs.in.th/song.php?song_id=6980&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6980.png
c06981,วอร์ม พุฒิพัฒน์,รักเธอ อยากเจอเขา,Chocolate Series,http://chordtabs.in.th/song.php?song_id=6981&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6981.png
c06982,จ๊ะจ๋า ณัฐชานันท์,ความห่างเหิน,Chocolate Series,http://chordtabs.in.th/song.php?song_id=6982&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6982.png
c06983,คาราบาว,บวชหน้าไฟ,วณิพก,http://chordtabs.in.th/song.php?song_id=6983&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6983.png
c06986,เจมส์ จิรายุ,เริ่มใหม่,Ost.Minute Maid,http://chordtabs.in.th/song.php?song_id=6986&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6986.png
c06987,นัท AF4,ดับไฟด้วยน้ำมัน,361 องศา ณัฐ ศักดาทร,http://chordtabs.in.th/song.php?song_id=6987&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6987.png
c06988,นัท ณัฐชยา,อยากให้ใครสักคนบอกรัก,Chocolate Series,http://chordtabs.in.th/song.php?song_id=6988&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6988.png
c06990,นัท ณัฐชยา,เลิกกี่ครั้งก็ยังไม่ใช่เรา,Chocolate Series,http://chordtabs.in.th/song.php?song_id=6990&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6990.png
c06993,Circle 22,พรุ่งนี้เธอคงกลับมา,Circle 22,http://chordtabs.in.th/song.php?song_id=6993&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6993.png
c06994,Double U,เหนื่อย,Double U,http://chordtabs.in.th/song.php?song_id=6994&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6994.png
c06995,JACK THE RABBIT,ปากไม่ดีรักจริง,Ost.SMALL RULE กูแนว,http://chordtabs.in.th/song.php?song_id=6995&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6995.png
c06996,จั๊ก ชวิน,เมื่อเราต่างก็เหงา,Something in the Sky,http://chordtabs.in.th/song.php?song_id=6996&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6996.png
c06998,คาราบาว,ไม้ไผ่,วณิพก,http://chordtabs.in.th/song.php?song_id=6998&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/6998.png
c07000,จั๊ก ชวิน,รักครั้งแรก,Ost.แฟนฉัน,http://chordtabs.in.th/song.php?song_id=7000&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7000.png
c07001,แจ๊ส ชวนชื่น,ไม่โสดไม่Sing,Ost.สมอลล์รู กูแนว,http://chordtabs.in.th/song.php?song_id=7001&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7001.png
c07003,โบ สุนิตา Feat.จั๊ก ชวิน,ความรักจากฉัน,Non Electric Project,http://chordtabs.in.th/song.php?song_id=7003&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7003.png
c07013,ไท ธนาวุฒิ,คนถูกแย่งรัก,ลูกคอไท,http://chordtabs.in.th/song.php?song_id=7013&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7013.png
c07014,ไท ธนาวุฒิ,คนสวยใจดำ,ลูกคอไท,http://chordtabs.in.th/song.php?song_id=7014&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7014.png
c07015,คาราบาว,ล้อเกวียน,วณิพก,http://chordtabs.in.th/song.php?song_id=7015&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7015.png
c07016,ไท ธนาวุฒิ,คิดถึงพี่ไหม,ลูกคอไท,http://chordtabs.in.th/song.php?song_id=7016&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7016.png
c07017,ไท ธนาวุฒิ,จักรยานคนจน,ลูกคอไท,http://chordtabs.in.th/song.php?song_id=7017&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7017.png
c07018,ไท ธนาวุฒิ,มนต์รักแม่กลอง,ลูกคอไท,http://chordtabs.in.th/song.php?song_id=7018&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7018.png
c07019,ไท ธนาวุฒิ,น้ำตาลาไทร,ลูกคอไท,http://chordtabs.in.th/song.php?song_id=7019&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7019.png
c07020,ไท ธนาวุฒิ,มอเตอร์ไซค์ทำหล่น,ลูกคอไท,http://chordtabs.in.th/song.php?song_id=7020&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7020.png
c07021,ไท ธนาวุฒิ,เสียงขลุ่ยเรียกนาง,ลูกคอไท,http://chordtabs.in.th/song.php?song_id=7021&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7021.png
c07022,Basher,เคยตัว,circle,http://chordtabs.in.th/song.php?song_id=7022&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7022.png
c07024,Ex's And Oh's,วินาที,2013,http://chordtabs.in.th/song.php?song_id=7024&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7024.png
c07026,Scrubb,รอยยิ้ม,Clean,http://chordtabs.in.th/song.php?song_id=7026&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7026.png
c07027,Scrubb Feat.สิงโต นำโชค,เข้าใจ,Clean,http://chordtabs.in.th/song.php?song_id=7027&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7027.png
c07028,Scrubb,ลาลา,Clean,http://chordtabs.in.th/song.php?song_id=7028&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7028.png
c07029,Smile Buffalo,กุหลาบในมือ,สาวชุดดำ,http://chordtabs.in.th/song.php?song_id=7029&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7029.png
c07030,True AF10,รักและขอบคุณ,รักและขอบคุณ,http://chordtabs.in.th/song.php?song_id=7030&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7030.png
c07031,ขจรศักดิ์ รัตนนิสสัย,อย่าคิดมาก,สงวนลิขสิทธิ์,http://chordtabs.in.th/song.php?song_id=7031&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7031.png
c07032,คาราบาว,หรอย,วณิพก,http://chordtabs.in.th/song.php?song_id=7032&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7032.png
c07033,บิลลี่ โอแกน,ฟ้าคงสะใจ,บิลลี่เข้ม,http://chordtabs.in.th/song.php?song_id=7033&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7033.png
c07034,บิลลี่ โอแกน,วันนั้น..วันนี้..วันไหน,บิลลี่ บิลลี่,http://chordtabs.in.th/song.php?song_id=7034&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7034.png
c07035,มุก กุลชา AF 10,เหมือนเดิมแต่ไม่เหมือนเดิม,รักและขอบคุณ,http://chordtabs.in.th/song.php?song_id=7035&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7035.png
c07036,สุรสีห์ อิทธิกุล,ปราสาททราย,คนดนตรี,http://chordtabs.in.th/song.php?song_id=7036&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7036.png
c07037,Arctic Monkeys,No.1 Party Anthem,Arctic Monkeys,http://chordtabs.in.th/song.php?song_id=7037&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7037.png
c07039,Jessie J,Thunder,Alive,http://chordtabs.in.th/song.php?song_id=7039&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7039.png
c07040,John Mayer,Wild Fire,Paradise Valley,http://chordtabs.in.th/song.php?song_id=7040&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7040.png
c07041,Lenka,The Top Of Memory Lane,Shadow,http://chordtabs.in.th/song.php?song_id=7041&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7041.png
c07043,MILEY CYRUS,Adore You,Bangerz,http://chordtabs.in.th/song.php?song_id=7043&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7043.png
c07044,Olly Murs,Right Place Right Time,Right Place Right Time,http://chordtabs.in.th/song.php?song_id=7044&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7044.png
c07045,ONE DIRECTION,Best Song Ever,Best Song Eve,http://chordtabs.in.th/song.php?song_id=7045&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7045.png
c07046,One Republic,Counting Stars,Native,http://chordtabs.in.th/song.php?song_id=7046&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7046.png
c07047,Peak,ภาษาคน,Peak 2 Play,http://chordtabs.in.th/song.php?song_id=7047&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7047.png
c07048,Peak,หลอกกันทำไม,Peak 2 Play,http://chordtabs.in.th/song.php?song_id=7048&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7048.png
c07050,Taylor Swift Feat.Ed Sheeran,Everything Has Changed,RED,http://chordtabs.in.th/song.php?song_id=7050&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7050.png
c07051,คาราบาว,หัวลำโพง,วณิพก,http://chordtabs.in.th/song.php?song_id=7051&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7051.png
c07057,Jason Mraz,Be Honest,Love Is A Four Letter Word,http://chordtabs.in.th/song.php?song_id=7057&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7057.png
c07058,Kesha Feat.Iggy Pop,Dirty Love,Warrior,http://chordtabs.in.th/song.php?song_id=7058&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7058.png
c07059,Kings Of Leon,Supersoaker,Mechanical Bull,http://chordtabs.in.th/song.php?song_id=7059&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7059.png
c07060,KT Tunstall,Feel It All,Invisible Empire // Crescent Moon,http://chordtabs.in.th/song.php?song_id=7060&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7060.png
c07061,Lorde,Royals,The Love Club,http://chordtabs.in.th/song.php?song_id=7061&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7061.png
c07062,Naughty Boy,La La La,Hotel Cabana,http://chordtabs.in.th/song.php?song_id=7062&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7062.png
c07063,Sara Bareilles,Brave,The Blessed Unrest,http://chordtabs.in.th/song.php?song_id=7063&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7063.png
c07066,คาราบาว,ดงพญาใจเย็น,วิชาแพะ,http://chordtabs.in.th/song.php?song_id=7066&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7066.png
c07069,Sixty Miles,Lady Killer,Milestone,http://chordtabs.in.th/song.php?song_id=7069&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7069.png
c07071,Sixty Miles,คำขอร้อง,Milestone,http://chordtabs.in.th/song.php?song_id=7071&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7071.png
c07072,Sixty Miles,เกินคำบรรยาย,Milestone,http://chordtabs.in.th/song.php?song_id=7072&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7072.png
c07073,Sixty Miles,ยิ่งห้ามยิ่งยุ,Milestone,http://chordtabs.in.th/song.php?song_id=7073&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7073.png
c07074,คาราบาว,นรกคอรัปชั่น,วิชาแพะ,http://chordtabs.in.th/song.php?song_id=7074&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7074.png
c07075,เนเน่ AF 10,ดอกไม้กลางทะเลทราย,AF10 รักและขอบคุณ,http://chordtabs.in.th/song.php?song_id=7075&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7075.png
c07076,ตอง ณภัทร AF 10,เด็กเล่นขายของ,AF10 รักและขอบคุณ,http://chordtabs.in.th/song.php?song_id=7076&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7076.png
c07077,โต๋,ให้เรามองกลับมา,Add 9,http://chordtabs.in.th/song.php?song_id=7077&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7077.png
c07079,พัดชา AF2,ยิ่งใกล้ยิ่งใช่,Ost.เวียงร้อยดาว,http://chordtabs.in.th/song.php?song_id=7079&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7079.png
c07080,แนน จิราภา AF 10,เพิ่งรู้ว่าเจ็บ,AF10 รักและขอบคุณ,http://chordtabs.in.th/song.php?song_id=7080&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7081.png
c07081,อาท รณชัย,สาวบางโพ,Ost.มวยจิ้นดิ้นก้องโลก,http://chordtabs.in.th/song.php?song_id=7081&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7082.png
c07088,Tete,กลั้นหายใจ,Self Portrait,http://chordtabs.in.th/song.php?song_id=7088&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7088.png
c07090,คาราบาว,นายกอ,วิชาแพะ,http://chordtabs.in.th/song.php?song_id=7090&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7090.png
c07092,Tete,Painting,Self Portrait,http://chordtabs.in.th/song.php?song_id=7092&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7092.png
c07093,Tete,ก่อนที่โลกจะสลาย,Self Portrait,http://chordtabs.in.th/song.php?song_id=7093&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7093.png
c07094,Tete,คล้ายๆ,Grayscale EP Album,http://chordtabs.in.th/song.php?song_id=7094&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7094.png
c07095,Tete,ผลลัพธ์,Self Portrait,http://chordtabs.in.th/song.php?song_id=7095&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7095.png
c07096,Tete,หมดคำถาม,Self Portrait,http://chordtabs.in.th/song.php?song_id=7096&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7096.png
c07100,The Dey,Give me the night (We are The Dey),Delicious,http://chordtabs.in.th/song.php?song_id=7100&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7100.png
c07101,The Dey,ไม่เข้าใจ,Delicious,http://chordtabs.in.th/song.php?song_id=7101&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7101.png
c07102,The Dey,รักใคร...เพื่ออะไร,Delicious,http://chordtabs.in.th/song.php?song_id=7102&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7102.png
c07103,The Dey,เวิ่นเว้อ,Delicious,http://chordtabs.in.th/song.php?song_id=7103&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7103.png
c07104,The Dey,อย่าตอบฉัน,Delicious,http://chordtabs.in.th/song.php?song_id=7104&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7104.png
c07105,The Dey,อยู่คนเดียว (ได้ไหม),Delicious,http://chordtabs.in.th/song.php?song_id=7105&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7105.png
c07106,คาราบาว,ลุงหริ,วิชาแพะ,http://chordtabs.in.th/song.php?song_id=7106&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7106.png
c07107,นนท์ ธนนท์ The Voice,นี่คือรักแท้ใช่ไหม,Ost.กาลครั้งหนึ่งจนวันนี้,http://chordtabs.in.th/song.php?song_id=7107&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7107.png
c07110,Miraculous,แผ่นดินพ่อ,เพลงปลุกใจ,http://chordtabs.in.th/song.php?song_id=7110&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7110.png
c07111,อู๋ ธรรพ์ณธร,ยิ้มแค่รอยยิ้ม,Ost.กาลครั้งหนึ่งจนวันนี้,http://chordtabs.in.th/song.php?song_id=7111&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7111.png
c07112,Palmy,BUTTERFLY,Palmy 5,http://chordtabs.in.th/song.php?song_id=7112&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7112.png
c07114,Palmy,PRIVATE SKY,Palmy 5,http://chordtabs.in.th/song.php?song_id=7114&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7114.png
c07115,Palmy,ROCK STAR SYNDROME,Palmy 5,http://chordtabs.in.th/song.php?song_id=7115&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7115.png
c07116,Palmy,ทุ่งสีดำ,Palmy 5,http://chordtabs.in.th/song.php?song_id=7116&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7116.png
c07117,ข้าวทิพย์ ธิดาดิน,ไม่ได้หมดรักแต่หัวใจหมดแรง,O.K. บ่อ้าย,http://chordtabs.in.th/song.php?song_id=7117&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7117.png
c07118,คาราบาว,เล็กเคียว ร็อกอะโลน,วิชาแพะ,http://chordtabs.in.th/song.php?song_id=7118&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7118.png
c07119,ต่าย อรทัย,ฝากเพลงลอยลม,ภาษารักจากดอกหญ้า 2,http://chordtabs.in.th/song.php?song_id=7119&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7119.png
c07120,ปนัดดา เรืองวุฒิ,หมดหัวใจ,Ost.เมืองมายา,http://chordtabs.in.th/song.php?song_id=7120&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7120.png
c07121,พีท พีระ เทศวิศาล,หากว่าย้อนเวลากลับไปได้,Ost.Past Simple Present Perfect,http://chordtabs.in.th/song.php?song_id=7121&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7121.png
c07122,ไมค์ ภิรมย์พร,เกลียดความคิดถึง,ด้วยรักจากซอกตึก,http://chordtabs.in.th/song.php?song_id=7122&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7122.png
c07123,ไมค์ ภิรมย์พร,คนบ่มียี่ห้อ,ด้วยรักจากซอกตึก,http://chordtabs.in.th/song.php?song_id=7123&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7123.png
c07124,ไมค์ ภิรมย์พร,ความคิดถึงกำลังเดินทาง,ด้วยรักจากซอกตึก,http://chordtabs.in.th/song.php?song_id=7124&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/7124.png
