c_id,artist,track,album,song_url,filename
c02854,Bodyslam,ปล่อย,คราม,http://chordtabs.in.th/song.php?song_id=2854&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0002150.png
c02855,แหนม รณเดช วงศาโรจน์,ให้ฉันดูแลเธอ,Ost.ผู้ใหญ่ลีกับนางมา,http://chordtabs.in.th/song.php?song_id=2855&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0034801(1).png
c02859,Modern Dog,มานี,เสริมสุขภาพ,http://chordtabs.in.th/song.php?song_id=2859&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c9000517.png
c02864,Sixty Miles,คำว่าเสียใจ,Blacksheep 8,http://chordtabs.in.th/song.php?song_id=2864&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0033302.png
c02865,Green Day,Know Your Enemy,21st Century Breakdown,http://chordtabs.in.th/song.php?song_id=2865&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0051602.png
c02866,Shin Seung Hoon,I Believe,Ost.My Sassy Girl,http://chordtabs.in.th/song.php?song_id=2866&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0059701.png
c02867,Free,ถ่านไฟฉายตรากบ,Free,http://chordtabs.in.th/song.php?song_id=2867&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0021203.png
c02868,Sunshine,เขียนให้ลืมเธอ,Sunshine,http://chordtabs.in.th/song.php?song_id=2868&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0031005.png
c02870,Better Weather,Is This Love,Better Than Looks,http://chordtabs.in.th/song.php?song_id=2870&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0059802.png
c02880,Fahrenheit,น้ำตาคือคำตอบ,Extra Fahrenheit,http://chordtabs.in.th/song.php?song_id=2880&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0018308.png
c02882,Raptors,แรงบันดาลใจ,The Memory,http://chordtabs.in.th/song.php?song_id=2882&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0036202.png
c02883,Paradox,บ่วงไฟ,Freestyle,http://chordtabs.in.th/song.php?song_id=2883&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0000328.png
c02884,Friday,เพลงของเธอ,Fridays Friend,http://chordtabs.in.th/song.php?song_id=2884&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c9000117.png
c02885,ณัฏฐ์ ทิวไผ่งาม,เมื่อฉันได้บอกรักเธอ..ไปแล้ว,The Winners,http://chordtabs.in.th/song.php?song_id=2885&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0023002.png
c02886,Paradox,ภารตะฟิล์ม,Summer,http://chordtabs.in.th/song.php?song_id=2886&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0000329.png
c02892,Singular,24.7,The White Room,http://chordtabs.in.th/song.php?song_id=2892&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0060501.png
c02896,Scrubb,ลมเบาเบา,KID,http://chordtabs.in.th/song.php?song_id=2896&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0006119.png
c02897,Scrubb,หนี,KID,http://chordtabs.in.th/song.php?song_id=2897&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0006120.png
c02898,Scrubb,สุขใจ,KID,http://chordtabs.in.th/song.php?song_id=2898&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0006121.png
c02899,Scrubb,พร้อม,KID,http://chordtabs.in.th/song.php?song_id=2899&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0006122.png
c02900,Scrubb,คิด,KID,http://chordtabs.in.th/song.php?song_id=2900&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0006123.png
c02901,Scrubb,รอยต่อ,KID,http://chordtabs.in.th/song.php?song_id=2901&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0006124.png
c02902,Scrubb,ฉันก็เป็นเหมือนใครคนหนึ่ง,KID,http://chordtabs.in.th/song.php?song_id=2902&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0006125.png
c02903,Scrubb,วันเหล่านั้น,KID,http://chordtabs.in.th/song.php?song_id=2903&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0006126.png
c02904,Scrubb,คนนี้,KID,http://chordtabs.in.th/song.php?song_id=2904&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0006127.png
c02907,Am Fine,ทิ้งแต่ปาก,Drama,http://chordtabs.in.th/song.php?song_id=2907&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0009611.png
c02909,แพรว คณิตกุล,ได้โปรด,Ost.หวานใจกับนายจอมหยิ่ง,http://chordtabs.in.th/song.php?song_id=2909&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0014507.png
c02911,กล้วยไทย,เทียน,OST.องค์บาก 3,http://chordtabs.in.th/song.php?song_id=2911&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0060901.png
c02912,Techin เตชินท์ ชยุติ,คนไม่รู้ตัว,Ost.วิวาห์ว้าวุ่น,http://chordtabs.in.th/song.php?song_id=2912&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0025706.png
c02913,Giorgio Moroder,To Be Number One,World Cup 1990,http://chordtabs.in.th/song.php?song_id=2913&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0061001.png
c02914,Shakira,Waka Waka,World Cup South Africa 2010,http://chordtabs.in.th/song.php?song_id=2914&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0061101.png
c02916,ชาคริต แย้มนาม,ไม่รู้จะเลือกใคร,TeenTrax,http://chordtabs.in.th/song.php?song_id=2916&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0061301.png
c02917,ทราย Fahrenheit,สิ่งเดียวคือหัวใจ,Ost.อาทิตย์ชิงดวง,http://chordtabs.in.th/song.php?song_id=2917&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0018309.png
c02919,The Goo Goo Dolls,Stay With You,Better Days,http://chordtabs.in.th/song.php?song_id=2919&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0061501.png
c02920,The Goo Goo Dolls,Slide,Dizzy Up The Girl,http://chordtabs.in.th/song.php?song_id=2920&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0061502.png
c02921,The Goo Goo Dolls,Iris,Dizzy Up The Girl,http://chordtabs.in.th/song.php?song_id=2921&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0061503.png
c02927,Klear,One Way,Brighter Day,http://chordtabs.in.th/song.php?song_id=2927&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0015912.png
c02928,Klear,จักรวาล...กาลนิรันดร์,Brighter Day,http://chordtabs.in.th/song.php?song_id=2928&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0015913.png
c02929,Klear,หลับตา กลั้นใจ บอกลา,Brighter Day,http://chordtabs.in.th/song.php?song_id=2929&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0015914.png
c02930,Klear,ความทรมานที่แสนมีความสุข,Brighter Day,http://chordtabs.in.th/song.php?song_id=2930&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0015915.png
c02931,Incubus,Anna Molly,Light Grenades,http://chordtabs.in.th/song.php?song_id=2931&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0056004.png
c02933,ซานิ AF6,Fair,The Winners Project,http://chordtabs.in.th/song.php?song_id=2933&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0050102.png
c02938,รุจ ศุภรุจ The Star 4,เพิ่งเข้าใจ,Yesterday Once More With WAN-M-RUJ,http://chordtabs.in.th/song.php?song_id=2938&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0019610.png
c02939,แชมป์ ศุภวัฒน์,รักใช่ไหม (Is it Love),Perceptions,http://chordtabs.in.th/song.php?song_id=2939&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0045303.png
c02940,Avenged Sevenfold,Dear God,Dear God,http://chordtabs.in.th/song.php?song_id=2940&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0062001.png
c02941,Ganesha,ตาหวาน,SHIA,http://chordtabs.in.th/song.php?song_id=2941&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0062101.png
c02943,Bowling มานิดา,ใจฉันรักเธอคนเดียว,Ost.เงารักลวงใจ,http://chordtabs.in.th/song.php?song_id=2943&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0025203.png
c02944,Clash,เพลงสุดท้าย,NINE MISS U 2,http://chordtabs.in.th/song.php?song_id=2944&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0001175.png
c02945,Stamp,ครั้งสุดท้าย,เพลงที่นานมาแล้วไม่ได้ฟัง,http://chordtabs.in.th/song.php?song_id=2945&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0024810.png
c02946,Lula,แม่ไม่เข้าใจ,Twist,http://chordtabs.in.th/song.php?song_id=2946&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0017311.png
c02947,Lula,ความเหงา,Twist,http://chordtabs.in.th/song.php?song_id=2947&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0017312.png
c02948,Lula,Down,Twist,http://chordtabs.in.th/song.php?song_id=2948&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0017313.png
c02949,Lula,อธิษฐาน,Twist,http://chordtabs.in.th/song.php?song_id=2949&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0017314.png
c02950,Lula,เหนื่อยนักพักนะ,Twist,http://chordtabs.in.th/song.php?song_id=2950&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0017315.png
c02951,Lula,อย่ามองมาได้มั้ย,Twist,http://chordtabs.in.th/song.php?song_id=2951&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0017316.png
c02952,Lula,เนื้อคู่,Twist,http://chordtabs.in.th/song.php?song_id=2952&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0017317.png
c02955,25 Hours,ยินดีที่ไม่รู้จัก,Ost.กวน มึน โฮ,http://chordtabs.in.th/song.php?song_id=2955&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0030711.png
c02956,เชษฐา ยารสเอก,ฉันขอโทษ,Destiny,http://chordtabs.in.th/song.php?song_id=2956&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0062201.png
c02957,Paradox,กรงทอง,Freestyle,http://chordtabs.in.th/song.php?song_id=2957&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0000330.png
c02958,โป้ Yokee Playboy,รักติ๋มคนเดียว,Ost.อีติ๋มตายแน่,http://chordtabs.in.th/song.php?song_id=2958&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0015811.png
c02959,Friday,มีคนอกหัก,Lavender,http://chordtabs.in.th/song.php?song_id=2959&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c9000118.png
c02961,Coldplay,In My Place,A Rush of Blood to the Head,http://chordtabs.in.th/song.php?song_id=2961&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0061802.png
c02963,RacCoon's Party,เธอ,Black Sheep Vol.8,http://chordtabs.in.th/song.php?song_id=2963&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0062501.png
c02964,นัท AF4,ไม่มีพรุ่งนี้,The Winners Project,http://chordtabs.in.th/song.php?song_id=2964&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0062601.png
c02966,Taxi,รักเธอคนเดียว,4+1 สี่บวกหนึ่ง,http://chordtabs.in.th/song.php?song_id=2966&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0020108.png
c02967,ริท The Star,How to,The Star 6,http://chordtabs.in.th/song.php?song_id=2967&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0062701.png
c02968,Lemon Soup,ร่องรอย,With A Little Help From My Friends,http://chordtabs.in.th/song.php?song_id=2968&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0006508.png
c02970,John Mclaughlin,So Close,Ost.Enchanted,http://chordtabs.in.th/song.php?song_id=2970&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0062801.png
c02972,ว่าน ธนกฤต,สิ่งเล็กๆที่เรียกว่ารัก,Ost.สิ่งเล็กเล็กเล็กที่เรียกว่า.. รัก,http://chordtabs.in.th/song.php?song_id=2972&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0015618.png
c02975,Nologo,คนที่เข้าใจ,Mine Your Head,http://chordtabs.in.th/song.php?song_id=2975&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0001811.png
c02976,Super Glue,คืนพิเศษ,Pattaya,http://chordtabs.in.th/song.php?song_id=2976&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0023802.png
c02977,Paramore,Decode,Ost.Twilight,http://chordtabs.in.th/song.php?song_id=2977&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0063001.png
c02979,น้ำชา ชีรณัฐ,คือเธอ,Ost.เพียงใจที่ผูกพัน,http://chordtabs.in.th/song.php?song_id=2979&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0025008.png
c02982,Friday,สุดท้ายที่เหลืออยู่,Lavender,http://chordtabs.in.th/song.php?song_id=2982&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c9000119.png
c02984,Potato,สัญญา(จะไม่ไปไหน),Ost.เพียงใจที่ผูกพัน,http://chordtabs.in.th/song.php?song_id=2984&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c9000347.png
c02985,Clash,กราบดิน,NINE MISS U 2,http://chordtabs.in.th/song.php?song_id=2985&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0001176.png
c02988,เป้ อารักษ์,มาเลเซีย,Auto Erotic,http://chordtabs.in.th/song.php?song_id=2988&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0063101.png
c02990,น้ำชา ชีรณัฐ,ยังไม่พร้อมฟัง,Calling Love เพลงรักรอสาย,http://chordtabs.in.th/song.php?song_id=2990&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0025809.png
c02992,Stamp,ผีเสื้อ,เพลงที่นานมาแล้วไม่ได้ฟัง,http://chordtabs.in.th/song.php?song_id=2992&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0024811.png
c02993,Stamp,แอนิเมชั่น,เพลงที่นานมาแล้วไม่ได้ฟัง,http://chordtabs.in.th/song.php?song_id=2993&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0024812.png
c02994,Stamp,ภาษาไทย,เพลงที่นานมาแล้วไม่ได้ฟัง,http://chordtabs.in.th/song.php?song_id=2994&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0024813.png
c02995,Stamp,เพลงที่นานมาแล้วไม่ได้ฟัง,เพลงที่นานมาแล้วไม่ได้ฟัง,http://chordtabs.in.th/song.php?song_id=2995&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0024814.png
c02997,The Jukks,อรอนงค์,Smallroom 007,http://chordtabs.in.th/song.php?song_id=2997&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0063201.png
c02998,Cells,ความฮู้สึกบอก,Ost.สะบายดี 2 ไม่มีคำตอบจากปากเซ,http://chordtabs.in.th/song.php?song_id=2998&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0005803.png
c02999,เวียร์ ศุกลวัฒน์,ด้วยแรงอธิษฐาน,Ost.ด้วยแรงอธิษฐาน,http://chordtabs.in.th/song.php?song_id=2999&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0016103.png
c03000,Radiohead,Creep,Pablo Honey,http://chordtabs.in.th/song.php?song_id=3000&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0053502.png
c03001,กัน นภัทร The Star 6,เธอจะเลือกใคร,Ost.ใต้ฟ้าตะวันเดียว.,http://chordtabs.in.th/song.php?song_id=3001&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0058002.png
c03002,เต้น นรารักษ์,อย่าเหงาเรื่อยเปื่อย,Calling Love เพลงรักรอสาย,http://chordtabs.in.th/song.php?song_id=3002&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0026204.png
c03005,Linkin Park,The Catalyst,A THOUSAND SUNS,http://chordtabs.in.th/song.php?song_id=3005&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0006305.png
c03006,Potato,เล่นลิ้น,Human,http://chordtabs.in.th/song.php?song_id=3006&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c9000348.png
c03017,Retrospect,คือเธอใช่ไหม,The Lost Souls,http://chordtabs.in.th/song.php?song_id=3017&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0004923.png
c03019,คาราบาว,คนหนังเหนียว,เมดอินไทยแลนด์,http://chordtabs.in.th/song.php?song_id=3019&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0014019.png
c03020,Slot Machine,ไม่ผิดสักคน,Slot Machine,http://chordtabs.in.th/song.php?song_id=3020&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0001614.png
c03021,Student Ugly,จะรักกันอยู่หรือเปล่า,ชิงหมาเกิด,http://chordtabs.in.th/song.php?song_id=3021&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0063401.png
c03023,Slur,ไม่ใส่ใจ,Bum,http://chordtabs.in.th/song.php?song_id=3023&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0001414.png
c03027,Good September,Last Dance,Good Step,http://chordtabs.in.th/song.php?song_id=3027&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0000907.png
c03028,Good September,Midnight,Good Step,http://chordtabs.in.th/song.php?song_id=3028&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0000908.png
c03029,Good September,ออกอาการ,Good Step,http://chordtabs.in.th/song.php?song_id=3029&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0000909.png
c03030,Good September,เหตุผลที่ฉันไม่รักเธอ,Good Step,http://chordtabs.in.th/song.php?song_id=3030&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0000910.png
c03031,Good September,รักเพียงเธอ,Good Step,http://chordtabs.in.th/song.php?song_id=3031&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0000911.png
c03032,Good September,เหงา เหงา,Good Step,http://chordtabs.in.th/song.php?song_id=3032&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0000912.png
c03034,Musketeers,ดีกว่านี้,"Left, Right and Something",http://chordtabs.in.th/song.php?song_id=3034&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0026807.png
c03035,Musketeers,ปล่อย,"Left, Right and Something",http://chordtabs.in.th/song.php?song_id=3035&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0026808.png
c03036,Musketeers,ยาระบาย,"Left, Right and Something",http://chordtabs.in.th/song.php?song_id=3036&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0026809.png
c03037,Musketeers,แล้วเมื่อไหร่,"Left, Right and Something",http://chordtabs.in.th/song.php?song_id=3037&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0026810.png
c03038,Musketeers,อยู่ที่เธอ,"Left, Right and Something",http://chordtabs.in.th/song.php?song_id=3038&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0026811.png
c03041,เล้าโลม,ภาพทรงจำ,Size M,http://chordtabs.in.th/song.php?song_id=3041&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0004311.png
c03042,Elvis Costello,She,Ost.Notting Hill,http://chordtabs.in.th/song.php?song_id=3042&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0063801.png
c03045,Superbaker,Oxygen,Popover,http://chordtabs.in.th/song.php?song_id=3045&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0016904.png
c03047,ที Jetset'er,พรหมลิขิต,Ost.วนิดา,http://chordtabs.in.th/song.php?song_id=3047&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0003721.png
c03048,Tattoo Colour Modern dog,ร้องกันอีกครั้ง,Coke Music Awards,http://chordtabs.in.th/song.php?song_id=3048&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0001730.png
c03049,DJ.อ๋อง,ประโยคขอร้อง,R U HOT ENOUGH ?,http://chordtabs.in.th/song.php?song_id=3049&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0064001.png
c03052,Supersub,ครั้งสุดท้าย,Zero,http://chordtabs.in.th/song.php?song_id=3052&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0020405.png
c03058,Slur,เซโรงัง,Boong,http://chordtabs.in.th/song.php?song_id=3058&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0001415.png
c03064,Better Weather,ไม่เคยไม่รักเธอ,Better Than Looks,http://chordtabs.in.th/song.php?song_id=3064&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0059803.png
c03066,หนูนา หนึ่งธิดา,รักไม่ต้องการเวลา,Ost.กวน มึน โฮ,http://chordtabs.in.th/song.php?song_id=3066&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0064301.png
c03067,บุรินทร์ Groove Rider,ศัตรูที่รัก,Gran Turismo,http://chordtabs.in.th/song.php?song_id=3067&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c9000616.png
c03068,Singular,เบา เบา,The White Room,http://chordtabs.in.th/song.php?song_id=3068&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0060502.png
c03070,Clash,Love Does Exist,NINE MISS U 2,http://chordtabs.in.th/song.php?song_id=3070&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0001177.png
c03075,กัน นภัทร The Star 6,หวังดีประสงค์รัก,VieTrio & Friends,http://chordtabs.in.th/song.php?song_id=3075&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0058003.png
c03076,แก้ม วิชญาณี The Star,แค่คำคำเดียว,Ost.มาลัยสามชาย,http://chordtabs.in.th/song.php?song_id=3076&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0020305.png
c03077,อ๊อฟ ปองศักดิ์,รักข้ามขอบฟ้า,Ost.ศิราพัชร ดวงใจนักรบ,http://chordtabs.in.th/song.php?song_id=3077&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0009913.png
c03080,แนน วาทิยา,อย่างน้อย,Value of Love,http://chordtabs.in.th/song.php?song_id=3080&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0035003.png
c03081,Tattoo Colour,ลับสุดยอด,ตรงแนวๆ,http://chordtabs.in.th/song.php?song_id=3081&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0001731.png
c03085,Da Endorphine,อดีตของฉัน ปัจจุบันของเรา,แสนแสบ,http://chordtabs.in.th/song.php?song_id=3085&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0002030.png
c03087,หนูนา หนึ่งธิดา,อยากมีใครสักคนให้กอด,Calling Love เพลงรักรอสาย,http://chordtabs.in.th/song.php?song_id=3087&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0064302.png
c03088,อ๊อฟ ปองศักดิ์,ฝุ่นละออง,Life is colorful,http://chordtabs.in.th/song.php?song_id=3088&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0009914.png
c03089,Klear,ดั่งฝันฉันใด,Ost.หัวใจรักข้ามภพ,http://chordtabs.in.th/song.php?song_id=3089&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0015916.png
c03090,Zeal,รักไม่ได้...ไม่ใช่ไม่รัก,Ost.ศิราพัชร ดวงใจนักรบ,http://chordtabs.in.th/song.php?song_id=3090&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0000720.png
c03091,แพรว คณิตกุล,แน่ใจ,Lazy Sunday,http://chordtabs.in.th/song.php?song_id=3091&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0014508.png
c03092,เจี๊ยบ วรรธณา,รอเธอมาบอกรัก,Lazy Sunday,http://chordtabs.in.th/song.php?song_id=3092&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0003607.png
c03093,OverMe,ปลอบ...โยน,Big Swing,http://chordtabs.in.th/song.php?song_id=3093&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0050604.png
c03094,เบล สุพล,ตอบได้ไหมว่า...ได้ไหม,Good Afternoon,http://chordtabs.in.th/song.php?song_id=3094&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0013208.png
c03097,อิน บูโดกัน,ถ้าสักวันเธอจะกล้าพอ,Ost.YES OR NO,http://chordtabs.in.th/song.php?song_id=3097&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0031502.png
c03100,Da Endorphine,ให้รักเดินทางมาเจอกัน,Ost.สี่หัวใจแห่งขุนเขา,http://chordtabs.in.th/song.php?song_id=3100&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0002031.png
c03102,ตู่ ภพธร,เสียใจแต่เธอไม่รู้,Calling Love เพลงรักรอสาย,http://chordtabs.in.th/song.php?song_id=3102&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0042805.png
c03103,Bowling มานิดา,คนขึ้กลัว,Ost.แฝดนะยะ,http://chordtabs.in.th/song.php?song_id=3103&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0025204.png
c03104,ป๊อบ Calories blah blah,ฉันทำผิดไหม,Ost.แฝดนะยะ,http://chordtabs.in.th/song.php?song_id=3104&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0012520.png
c03105,Zeal,สมรภูมิไฟ,Ost.ศิราพัชร ดวงใจนักรบ,http://chordtabs.in.th/song.php?song_id=3105&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0000721.png
c03106,Clash,เรื่องการรัก,NINE MISS U 2,http://chordtabs.in.th/song.php?song_id=3106&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0001178.png
c03107,Clash,พู่กัน คู่กัน หัวใจให้เธอ,NINE MISS U 2,http://chordtabs.in.th/song.php?song_id=3107&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0001179.png
c03108,Clash,I'm here for you,NINE MISS U 2,http://chordtabs.in.th/song.php?song_id=3108&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0001180.png
c03109,Clash,กรง,NINE MISS U 2,http://chordtabs.in.th/song.php?song_id=3109&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0001181.png
c03110,Road Movie,I Wanna Be With You,Belter 2.0,http://chordtabs.in.th/song.php?song_id=3110&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0064701.png
c03111,Techin เตชินท์ ชยุติ,เก็บเอาไว้คำว่ารักเธอ,Ost.หัวใจรักข้ามภพ,http://chordtabs.in.th/song.php?song_id=3111&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c0025707.png
c03113,บุรินทร์ Groove Rider,พริ้วไป,Gran Turismo,http://chordtabs.in.th/song.php?song_id=3113&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c9000617.png
c03114,บุรินทร์ Groove Rider,ปรากฎการณ์,Gran Turismo,http://chordtabs.in.th/song.php?song_id=3114&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c9000618.png
c03115,บุรินทร์ Groove Rider,คืนนี้,Gran Turismo,http://chordtabs.in.th/song.php?song_id=3115&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c9000619.png
c03116,บุรินทร์ Groove Rider,คนที่เคยฝัน,Gran Turismo,http://chordtabs.in.th/song.php?song_id=3116&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c9000620.png
c03117,บุรินทร์ Groove Rider,เข้าใจ,Gran Turismo,http://chordtabs.in.th/song.php?song_id=3117&chord=yes,http://chordtabs.in.th/admin/admin/songsxx/c9000621.png
